Emotion,Sentence
1,다들아프지마세요코로나아님사고남아프다데일리병원한림대성심병원입원했다가수원으로왔지요코로나조심해요음악선팔맞팔선팔하면맞팔소통환영가마이써
1,불쌍한 개골 시 너의 희생을 기억할 게고 고마워 개골 아내 허벅지를 대신해줘 성고만 올라가라 아프다 아들 엄마 일상 개구리의 희생 뭐든 밟고 올라감 아빠 머리 밟은 건 비밀
1,인대 파열 골절상 병원 가자 아프다
1,몸살인가 감기인가 스테인리스인가 아프다
1,생각 많은 베어스 울라프 넘어진 거 아님 이미지 트레이닝 중 아프다 오늘도 시키지 산모 글
1,보호자님외출중에쓰레기통을뒤져서봉지에남아있는매운양념을먹고설사와구토로내원한미니이렇게아기처럼아기띠를하고왔어요진료하고집에가기전에너무귀여워서찰칵매운양념설사구토수액주사내복약말티즈아기띠아기처럼기념촬영찰칵광교동물병원강아지병원반려견그램아프다인스타그램장운동맞팔애견사랑팔로우미반려견소통환영사랑해요미니귀엽개월일삼일절일상댕댕이사랑멍스타그램태극기
1,미루고 미루다 다 맞았네가 다실 노예생활 종료 차까지 끝 아프다 광주 맘
1,급성인파선염열은안나서다행피곤해서면역력떨어져서그렇다고하시는데집에만있었는데아프다남편은필요할때는없더라엄마밥먹고싶다
1,아프다 아프면 나만 손해 짜증 나침이라도 맞아야지
1,화상가위빵미용사헤어디자이너년차아프다좬장오늘시련의날손님컷하다가백만년만에가위빵내머리고데기하다화상손님머리해주는데뜨겁고아프고좬장조심하자
1,코로나가뭔지도모르는잠깐의외출이즐거운슬아슬아야미안해조금만참자겨울곰순이겨울최강템짱귀요미세상은지금아프다
1,새해 첫날 운동을 즐기자요 김에 두 클라이밍 못 갈 거 같은데 못 갈 거 같은데 못 가겠다 몸이 꼼짝을 안 한다 하필 막판에 이런 문제를 전완근 뻣뻣함 최대치 아쉽지만 완 등은 없었네 년 출발 김해 김에 두 클라이밍 새해 복 많이 받으세요 클라이밍 한 살 더 먹었으니 살살 운동하자 아프다
1,거북 알로카시아 하루아침에 상태가 너무 안 좋다 그분은 화분이 작아 그렇다 고난과 습인 거 같다 하고 속상한 맘에 어찌해야 할지 아프다 어찌하오리까 이럴 땐 방법 알려 주세요 초보 화초 키우기
1,주사 맞고 왔어요 아프다 자궁경부암 주사 주삿바늘 길다 후추 귀여워
1,고앵이들발바닥조심하십쇼저처럼됩니다상처그램흔한집사그램조심하세요큰일납니다애옹이가이랬어요또흉질까봐걱정한손에두상처왕밴드아프다흉터진건막냉방울짓지금사진꺼는둘째희망쓰짓사랑희망방울계정
1,허벅지 찢어지는 기분 먼지 아니 매미라 놀리지 마세요
1,발에사마귀치료함허헝아프다청춘인가보다
1,눈 와서 좋은데 장염은 무슨 일 눈 너무 이쁘게 온다 눈 온다 아프다 눈 사진
1,타투 후기 사람들이 하지 말라는 데는 다 이유가 있는 거야 발목 타투 일상 기록 아프다
1,유달 시리 힘든 날 아무것도 못하겠다 옛날 통닭 한 마리사와 김치 데워 먹자 발바닥 통증 아프다 있는 거로 먹자 명일 개인적인 사정으로 쉽니다 하고 싶다 쉬는 날까지 일 남아 따
1,어깨 치료 주사 방 아프다 무섭다 호 해줘
1,치즈 닭갈비 오랜만이군 그래도 고구마가 젤 맛있음 라면 사리 있었는데 순삭 오대감 닭갈비 순천 맛 집 광양 맛 집 치즈 닭갈비라면 사리 순삭 고구마 사리 더 주세요 오늘 첫 끼 맛있다 그램 비 오는 겨울밤 커피는 패스 아프다
1,이쁘지 피어싱 이쁘다 아프다
1,자유놀이미용놀이현서가엄마흰머리뽑아준다며열심히뽑고윤서는미용놀이장난감가지고와서본격적으로엄마꾸미기덕분에머리가락많이뽑혔다엄마머리카락오늘만너희에게주마연년생맘스타그램딸두맘육아육아소통독박육아그램독박육아중집콕놀이머리털뽑히는중아프다희생정신투철슬기로운집콕생활은평구맘
1,크리스마스라 본가 와서 방어 회 먹는데 안 줘서 하남 아프다 아프니까 환자다
1,어제 타투 했는데 아프네 타투 레터링 문구하지 마라 아프다
1,첫번째크리스마스아빠는근무여서늦게왔지만율이야앞으로도흰눈처럼곱게자라줘율이랑동영상이쁘게찍고싶엇는데머리채잡힘아파그래도메리크리스마스지율이네지율스타그램첫번째크리스마스동영상폭탄흰눈이펑펑왔으면좋겠다머리채잡힘아프다엄마의인생이란그래도메리크리스마스엄마아빠가많이사랑해오늘도전쟁중인지율
1,사랑니 사랑니를 뽑았다 땡땡 부었다 아프다 첫날보다 둘째 날이 더 많이 붓네 또르르 얼음팩으로 냉찜질 중 너무 춥다손 시려 너무 부어서 입꼬리가 안 올라가 흑흑 사탕 문 거 아니다 보톡스 아니다 겁나 놀려 윗니는 분만에 뽑은 거 같은데 아랫니가 너무 오래 걸림 심지 어중간에 마취 풀림아 놔 그래서 더 아픈 듯 일차인데 아직도 붓기가 안 빠지네 사진은 일차 아파 보여 죽을 상미 용인 일상 스타 그랜트와 이스
1,아프다 위경련 투혼 너무 아파 위궤양 위염 스트레스 신경성 털 금식 중 자가 금식 유일함 너무 아프니까지 친 타이틀 꼼짝없이 시체 너무 아픈 내 저번 주다 낳기 전에 아빠 병원 검진 있어서 급퇴원했더니 다시 말썽이다 꼼짝도 못 하겠다 위 찢어질 거 같아 다시 입원하래는 데 신경 쓰여서 토요일 위내시경검사만 예약해두고 빈속에 약만 먹고 또 뻗었다 어제부터 아무것도 못 먹고 계속 침대랑 한 몸 너무 아파서 아무것도 못하고 아프니 서럽네 아프면 나만 손해 그래도 오빠가 옆에서 챙겨주고 해서 고맙다 오빠 덕분에 집에서 휴식 낼 크리스마스인데 난 또 침대랑 한 몸 약 먹어도 아픈 게 사라지지 안내 별일 없어야 할 건데 진짜 약 싫어하는데 너무 아프니까 내가 직접 병원 가서 주사 이틀 맞고 약 더 이상 추가할 거 없다는데 너무 아프다니까 추가해주셨는데 아프다 아프기 싫다 진심
1,퇴근 후 오빠에게 너무 사랑받아서 곤란해요 회사 앞으로 데리러 옴 마법의 날 아프다 징징대기 진통제 달달한 거 당긴다 했더니 초코에 모아 사들고 옴 고마워요 잘 먹을게 초밥 포장 무모한 초밥 언제 먹어도 맛남 통통 새우 볼 닭꼬치 배 터짐 주의 초밥 사주기 맛나게 먹네 흐뭇 산책 스타 그램 크리스마스 때도 근무지만 퇴근 후보자
1,집정리하면서와이프일할때쓰는연수기에들어가는소금박스를옮기다가문쪽틀에검지를박았는데첨에는멍같이들길래몇일있으면낫겠지하고있었는데점점붓더니통증이와서야간근무후충무병원정형외과외래진료를봄엑스레이상뼈에는문제가없는데초음파검사해보니검지손가락힘줄쪽이살짝끊어졌다고하네당분간약먹으면서손가락고정해두고일주일뒤에다시병원가서초음파검사를해보자고해서예약하고옴내검지손가락아프다손가락힘줄손상일주일뒤에다시외래진료
1,다래끼 재발해서 눈 째고 오는 길난 아파 죽겠는데 오빠는 즐겁나 보다
1,삼 일 만에 집에 왔더니 조금 격해진 환영인사 너의 사랑 아프다
1,입원했는데 병원이 맘에 드니 우리 딸내미는 신이 났고요 교통사고 교통사고 입원 세 식구 입원 중 아프다 김 해외 돈 베스트 한방병원
1,집사물고혼나서삐침점점쎄게물려고한다코코포인핸드유기묘입양고양이사지말고입양하세요삼색이캣초딩미묘묘연냥스타그램캣스타그램집사그램초보집사좋아요반사좋반집사맞팔소통고양이좋아하는사람집사바라기집사물림아프다점점쎄게문다예쁘다사랑스러워헿코리안숏헤어고양이일상
1,개월 아들 아프다 분명 잘 먹고 잘 놀았는데 낮잠 자고 나선 열이 펄펄도 찍음 해열제 먹고 응급실행 진료 결과는 괜찮단다 기존 감기약 머고 열나면 해열제 먹고 뭐니 아프지 말자
1,주말 주말 일상
1,엄마 근데 산책은 다 좋았는데 목욕한다는 얘기는 없었잖아 왜 시켰대 모아 목욕할 때가 댔으니 하는 고지 아이고 허리야 마지막 사진은 목욕 후 사진 산책길 항상 좋아 근데 목욕은 정말 싫어 엄마는 허리가 너무 아프다
1,아프다죽먹고약먹자죽이야기양주옥정점왜케맛있노이와중에맛있음새우미역죽한우야채죽오늘아님
1,귀속에 잘못 나면 안면마비도 온다 하는데 한쪽 얼굴이 약간 불편한 느낌 나서 걱정입니다 휴 우우
1,집콕놀이홈캠핑코로나극복무슨짓을한거니너희만즐겁다면야뭔들못해주리근데왜난허리가아프다아침브런치타임요거트씨리얼넘지져분한듯한동안은텐트못접어누가올까두렵다웃쨔웃쨔웃쨔쨔우사돈한우맛집돼지갈비맛집생와사비소스맛있간장특별소스까지오겹살맛집시흥고기맛집정왕동맛집코로나대비소독매장청결유지마스크필수가다가커피원두맛있는카페
1,눈썹문신리터치아프다예뻐지는데고통이따른다인셀덤은잘만바르면예뻐지지요저만믿고따라와요밀착케어인셀덤전문가와함께인셀덤강주연
1,타투 전후 아프다
1,일 그린 수강생에 테가 이 그림편지 야노 유미 씨 다리 넘어졌다 아프다고 사리 파마머리 같아에 테가 미 채널 캘리그래피 수업 캘리그래피 액자 캘리그래피 배우기 붓 캘리 붓글씨 붓 목화 수 목수 묵화 수채화 스케치 전각 배우기 다리 아프다 꽃 스타 그램 컵라면
1,어제 퇴근하고 저녁 내내 토하고 위장을 쥐어짜는 느낌이 심해서 산부인과 응급실 다녀왔어요 새벽 내내 링거 맞고 회사 하루 쉬고 집에서 쉬었는데도 회복이 안되고 죽도 제대로 못 먹겠고 딱지 주되는 날인데 괜찮겠죠 주차 임산부 예비 맘 아프다 급체
1,내손반대는갈라지고찢어지고아프다쓰려맬맬주방과서빙을내몸이개였음좋겠다내곱디고운내손이대아주머니들손보다도못해보이니낼은쉬는날죙일집에서먹고자고해야지했는데아삶이피곤하군아오는게있음가는게있다고그빛갚으러담달에나편히쉬야지내손보기시러못생긴아프다
1,하루 트래킹하고 일을 앓아누울 예정
1,룬이번사진다친상처있습니다사실룬이배가너무귀여워만지면안되는걸알면서도살짝만졌다가룬이엄청화났어요울음소리와저날카로운눈빛무셩결국에는피봤어요바로집으로와후시딘바르고밴드붙였는데괜찮겠죠그래도길아가발톱이라서걱정되네요룬아다음부터엄마가조심할게미안해학생캣맘룬이고양이화나면무섭다고양이울음소리피봤다고양이가할퀸상처고양이가할큄아프다미안해길냥이를사랑해주세요길냥이이야기길고양이길냥이이야기길냥이길냥이는사랑입니다길냥이도소중한생명입니다길냥이스타그램캣맘스타그램캣맘소통캣맘캣맘이야기캣맘그램캣맘일기길냥이밥주기냥이는사랑입니다냥스타그램고양이사진첩길냥이도사랑이다길냥이도이렇게예쁘답니다
1,어제오늘하루종일환자놀이하고저녁늦게바람쐬러잠깐나왔는데갑자기추워진것같은건기분탓코끝이시려겨울인가보다월아프다살아있어요근육통편두통열까지난다코로나아니예요총체적난국난리난리셀기꾼얼태기셀스타그램인스타그램좋테좋반좋아요반사좋아요테러좋스타그램좋아요좋아요그램사진그램일상그램사진그램
1,컨디션저조로백건이산책을시간도못해서노즈워크대령노즈워크차까지하고등지지는중백건이개딸일상개엄마의삶개엄마는아프면안되는데아프다침대에장난감가득
1,윌눈겨울주일아침나에게첫눈아프다하얀눈진차겨울춥다눈이내린다펄펄눈이옵니다눈이온다허리는무지아프고눈은오고이제본격적인겨울인듯춥다추워발꼬락이시립다
1,구름이 아프다 구름이 가 아파요
1,뭘해도안풀리나봐요절대할수없는실수까지멘탈이흔들리네요요즘같음돌아버리겠어요낼까지피안멈추면꿰메러가야나요당분간데콜데못해드릴것같아요사고쟁이젤소중한손인데아프다바닥에피뚝뚝욱신욱신얼른정신줄챙길게요
1,전력을 다한 엄마 발 사냥으로 혼쭐나고 삐져서 멀찍이 앉아있다가 잠드심 그만해 진짜로 아프다
1,네팔 아프다 드디어다 했다 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하 하하
1,상호 연습을 하면서 이제 본격적으로 얻어맞을 기회가 늘어나 네 생각이 많아진다 아프다 아프다 아프다 센텀 조은 검도관
1,어제오늘신나아프다귀뚦음신림년생년생셀카스타그램고등학생살살좋아요반사선팔하면맞팔디엠환영
1,잠 못 드는 밤 아프다고 똥 무통주사 잠시 천국 졸지에 환자 살려주세요 울산 고마워
